"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"93264","Real Good BaMacadamia Chai",38.75,12.5,41.25,28.75,7.5,10,0.062
"93275","Real Mayonnaise",77.15875,12.06813,0.52125,0.075,0,0.0625,0.5328863
"93276","Real Mayonnaise oeuf",75,5.9,1.3,1.3,0,1,0.5511811
"93278","real Milchreis - Vanille-Geschmack",1.4,0.9,22,9,0.3,3.6,0.1
"93305","Real Vegetable ChipOriginal Sea Salt",32.14,1.79,57.14,10.71,7.1,3.57,0.411
"93318","Really Creamy Ice CreaChocolatPeanut Butter",17.14,8.57,25.71,0.02,1.4,5.71,0.1
"93321","Really Creamy Ice CreaGrandma's Cake Batter",12.86,8.57,30,21.43,0,4.29,0.093
"93349","Rebel Rooster Wing Sauce",26.67,3.33,6.67,6.67,0,0,1.067
"93354","RebeOrganic Kale ChipSea Salt",24.32,4.05,24.32,2.7,5.4,13.51,0.892
"93363","Receita Caseira Almondegas",8.8,3.2,2.1,1.8,2.2,8.6,0.5905512
"93374","Recette du Jardin",3.3,1.9,3.8,3.2,1.6,2.1,0.2086614
"93388","Recettes de l'Atelier N°1 Noir Fruité",44.9,26.6,30.7,26.4,15.3,8,0.007874016
"93397","Recipe & Seasoning MiSeasoning Mix For Hot & Spicy Pilaf",10,0,40,20,10,10,6.5
"93404","Recipe & Seasoning Mix",12.5,0,37.5,25,12.5,12.5,16.75
"93415","Recipe SecretRecipe Soup & Dip MiGolden Onion",6.67,0,66.67,6.67,6.7,6.67,4.467
"93448","Red Apples",0,0,13.57,10.71,2.1,0,0
"93457","Red Bean Seasoning Mix",0,0,60,0,0,0,8
"93490","Red Bull Energy",0,0,11,11,0,0,0.04
"93495","Red Bull The blue edition",0,0,11,11,0,0,0.04
"93499","red bull zero calories - redbull",0,0,0,0,0,0,0.02362205
"93504","Red Cabbage Salad",0,0,5,2.5,2.5,0.83,0.35
"93526","Red Coat Cheese",30,20,6.67,3.33,0,20,1.1
"93545","Red Enchilada Seasoning Sauce",1.67,0,6.67,3.33,0,0,1.033
"93563","Red Grapes & Cheese Cubes",7.49,4.41,11.89,9.69,0.4,5.73,0.154
"93597","Red Lentil Veggie Soup",1.54,0,7.05,1.76,3.1,1.76,0.141
"93622","Red Pepper Jam",0,0,40,40,0,0,0
"93626","Red Pepper Spread",5,0,6.67,3.33,3.3,0,1.9
"93627","Red Pepper Spread With Eggplant & Garlic",3.33,0,13.33,6.67,0,0,0.4
"93630","Red Pesto",29.7,6.6,6.1,4.1,4.1,5,0.511811
"93640","Red QuinoGreen LentilBarley & Brown Rice",2.22,0,75.56,0,8.9,11.11,0
"93646","Red Refried Beans",7.69,1.15,15.38,0.77,6.9,5.38,0.315
"93671","Red Split Lentil",1.19,0,57.14,2.38,14.3,23.81,0
"93679","Red Sweetypepp",0,0,20,16.67,0,0,0.183
"93680","Red Tart CherriePitteIn Water",0,0,10,7.86,1.4,0.71,0.007
"93706","Red Velvet Cookies",14.29,8.93,53.57,21.43,0,3.57,0.179
"93721","Red Velvet Doughnut Mix With Cream Cheese Frosting Mix",1.02,0,83.67,57.14,0,6.12,0.367
"93726","Red Velvet Ice Cream",10.77,6.15,29.23,24.62,0,3.08,0.085
"93729","Red Velvet Macaroon Treats",25,20.45,47.73,38.64,6.8,4.55,0.148
"93730","Red Velvet Macaroons",24,20,52,28,4,4,0.16
"93737","Red Velvet Muffins",15.29,2.94,57.65,0,1.2,5.88,0.247
"93741","Red Velvet Premium Cake Mix",7.915,2.445,79.28,42.725,2.45,3.605,0.665
"93744","Red Velvet Sliced Loaf Cake",17.78,4.44,46.67,26.67,0,4.44,0.378
"93750","Red White & Blue Ice Pops",0,0,19.23,15.38,0,0,0
"93760","Red Wine Vinegar Made From A Fine Red Wine",0,0,0,0,0,0,0
"93770","Redner'Peanut Butter Cookes",28.12,6.25,59.38,31.25,3.1,6.25,0.297
"93774","Redondo'Portuguese Brand SausagMild",26.79,10.71,3.57,1.79,0,14.29,0.929
"93785","Reduce Fat Milk",2.08,1.25,5,4.58,0,3.33,0.05
"93790","Reduced FaClassic Snack Crackers",13.33,0,73.33,6.67,0,6.67,1
"93820","Reduced Fat Ground Pork",17.86,6.25,0,0,0,18.75,0.179
"93824","Reduced Fat Ice CreaChocolate Chip Cookie Dough",7.26,4.84,32.26,24.19,0,4.84,0.105
"93843","Reduced fat milk",2.12,1.27,5.93,5.51,0,4.24,0.0636
"93844","Reduced Fat Milk",2.058571,1.271905,7.905238,7.48,0.1142857,3.582857,0.06338095
"93862","Reduced Fat Provolone Slice Cheese",18.42,10.53,5.26,0,0,26.32,0.895
"93884","Reduced Sodium BrotChicken",0,0,0.42,0.42,0,1.25,0.238
"93962","Refried Pinto BeanWith Chipotle",9.23,1.92,12.31,0.77,3.1,3.85,0.354
"93963","Refried Red Beans",6.92,0.77,20.77,16.92,3.8,6.15,0.408
"93977","Regal Gourmet SnackGoji Berries",0,0,70,43.33,10,13.33,0.25
"93999","Regular Applesauce",0,0,21.165,19.5,0.85,0,0
"94042","Relajo Mixed Cooking Spices",32,0,32,4,12,24,0.024
"94051","Rellerindo",0,0,72.73,45.45,0,0,1
"94058","Rendang vlees",3,0.8,5,3.5,0.6,18,0.4724409
"94060","Rendered Pork Fat",85.71,32.14,0,0,0,0,0.214
"94095","Reserve ConfectionGloCreamy Milk Chocolate",33.33,24.24,54.55,54.55,3,6.06,0.121
"94101","Ressorts Amarante Pois Chiches",3.6,0.8,64,3.5,7.3,13.9,0.03937008
"94105","Restaurant - Style SalsMild",0,0,6.67,3.33,3.3,0,0.833
"94112","Restaurant Style Fiesta Size Tortilla Triangles",21.43,5.36,67.86,0,3.6,7.14,0.321
"94115","Restaurant Style Hot Dog Rolls",4,1,52,8,2,8,0.6
"94117","Restaurant Style Plain English Muffins",1.75,0,45.61,1.75,1.8,7.02,0.386
"94124","Restaurant Style Seafood Pepper Pot",1.34,0,15.44,1.34,0.7,4.7,0.255
"94126","Restaurant Style Snapper Soup",3.36,1.34,8.05,1.01,0.7,1.34,0.211
"94138","Restaurante Style Hot Salsa",0,0,6.67,6.67,0,0,0.533
"94142","Restaurante Style Premium Tortilla ChipOriginal",23.33,3.33,63.33,0,6.7,6.67,0.317
"94146","Restaurante Style SalsMedium",0,0,6.67,3.33,3.3,0,0.533
"94149","Retour du Marché Poulet rôti à la saugtagliatelles au cantal et courge butternut grillée",1.9,0.8,9.8,2.2,1.6,8.5,0.2480315
"94151","Rêve de Lait Noix de Coco",8.2,5.3,11,9.5,0,2.8,0.03937008
"94159","Rêves d'or Tendres Crêations Des Chocolatiers Suisses",40,17,48,46,3.5,7,0.03543307
"94161","Rewe Bio Müsli Beeren",4.5,0.7,62.1,17.6,0,9.7,0.0511811
"94184","RhodeButtermilk Biscuits",14.52,9.68,37.1,3.23,1.6,6.45,0.758
"94198","Rhubarbe",0.05,0,54,54,1.9,0.4,0
"94202","Rhubarbe en morceaux",0.25,0.05,1.5,1.5,2.5,0.8,0.004468504
"94203","RHUBARBE MORCEAUX 1KG THIRIET",0,0,2,2,1.8,1,0.03937008
"94217","Ribeye steak",19.8,7.5,0,0,0,18.8,0.0394
"94231","Rice & Pasta MiCheddar Broccoli",7.5,3.33,68.33,5,1.7,8.33,0.85
"94236","Rice & Potato Gnocchi",0.42,0,38.33,0,0.8,3.33,0.25
"94241","Rice & Sauce Chicken Flavor",1.54,0,75.38,1.54,1.5,7.69,1.308
"94276","Rice ChipFiesta Lime",21.43,1.79,67.86,3.57,3.6,7.14,0.482
"94278","Rice ChipSanta Fe Barbrcue",21.43,1.79,67.86,3.57,3.6,7.14,0.429
"94303","Rice CrispCheddar",16.67,0,73.33,6.67,0,6.67,1.2
"94325","Rice Flour For Horchata",0,0,83,83,0,9,0
"94364","Rice Orgeat",0,0,89.47,57.89,2.6,10.53,0
"94381","Rice PuddinFrench Vanilla",1.94,1.16,18.6,12.4,0,3.1,0.109
"94382","Rice pudding",2.2,1.3,15.8,8.9,0,3.2,0.0511811
"94416","Rice With Chicken",3.52,0.88,19.01,1.06,0.7,6.69,0.327
"94426","Ricemellow Creme",0,0,75,58.33,0,0,0.042
"94450","Rich & Creamy Frosting Holiday Green",18.18,7.58,66.67,63.64,0,0,0.076
"94466","Rich & Creamy Vanilla Frosting",18.18,4.55,66.67,63.64,0,0,0.076
"94473","Rich & Thick SyruLite Butter",0,0,43.33,41.67,1.7,0,0.3
"94475","Rich & Thick Syrup",0,0,43.33,40,1.7,0,0.283
"94477","Rich And Crisp Crackers",21.43,3.57,64.29,7.14,0,7.14,0.893
"94481","Rich ChocolatLuscious Filling",18.89,10.555,65.555,55.555,3.35,3.335,0.1
"94482","Rich Cracker Party Mix",25,3.57,53.57,3.57,14.3,17.86,0.418
"94489","Rich Dark Drinking Chocolate",25.81,14.52,67.74,54.84,6.5,3.23,0
"94495","Rich Milk Chocolate Bar",32.26,19.35,61.29,58.06,3.2,3.23,0.081
"94504","Rich TeOriginal English Rich Tea Cookies",14.29,5.36,75,17.86,3.6,7.14,0.304
"94508","riche en Oméga 3 (Tartine & Cuisson) - (54% MG)",54,14.5,0.3,0.3,0.5,0.3,0.16
"94518","RicNaturally Flavored Seasoning Mix And Salsa",1.02,0,53.06,6.12,2,6.12,0.816
"94531","Ricola Gletscherminze o Zucker Box 50 g",0,0,98,0,0,0,0
"94533","Ricola Infusion Mélisse Citronelle 200g1 Boîte",0,0,6.3,6.3,0,0,0
"94548","Ricoré Noir Intense",0,0,0.2,0.2,0.7,0.1,0
"94550","RicoSpreadable CheesNacho",23.33,6.67,13.33,6.67,0,3.33,1.5
"94556","Ricotta Cheese",7.052,4.384,5.938667,5.186,0.2133333,10.16,0.1262667
"94569","Ricotta SalatThe Italian Feta",21.43,14.29,3.57,3.57,0,17.86,0.982
"94583","Riegelein ConfiseriEaster Basket Fine Hollow Chocolate",32.5,20,60,57.5,2.5,5,0.125
"94586","Riegelein ConfiseriKids Creativ Creative Set With Chocolate",33.33,19.44,58.33,55.56,2.8,5.56,0.111
"94678","Rillettes de Saumon au citron",18.8,1.9,0.5,0,0.2,17.1,0.3937008
"94679","Rillettes de Saumon Bio",10.3,1.8,2.6,0.5,0.6,15.5,0.3937008
"94694","Rillettes de Thon Blanc aux Tomates Séchées",11,1.6,4.8,2.5,1.6,16,0.3937008
"94698","Rillettes de Truite",13.8,2.2,1.8,0.2,0.8,13.8,0.472
"94704","Rillettes du Mans Bordeau Chesnel",40.5,15.2,0.4,0.2,0,16.2,0.4448819
"94705","Rillettes du mans pur porc",39,14.7,0.5,0.5,0.5,14,0.4566929
"94706","Rillettes du Mans pur porc",39,14.7,0.5,0.5,0.5,14,1.15
"94707","Rillettes du Mans pur Porc",39.1,14.7,0.5,0.2,0,14.3,0.4724409
"94718","Rillettes thon provencale",9.3,1.1,3.6,3.3,2.2,14,0.3937008
"94719","Rind A La Premiere Cheese",25,14.29,0,0,0,25,0.607
"94764","Rip-L Potato ChipLow Sodium",28.57,1.79,60.71,3.57,3.6,7.14,0.214
"94783","Ripple Potato ChipJalapeno Popper",32.14,3.57,53.57,3.57,3.6,7.14,0.714
"94803","Ripples Potato ChipBacon Hickory",25,0,64.29,3.57,3.6,7.14,0.964
"94837","Rising Sun FarmGarlic Galore Pesto",42.86,5.36,7.14,0,0,3.57,0.679
"94842","Riso BellReady Risotto Asparagus",2.22,0,73.33,2.22,4.4,8.89,0.822
"94843","Riso BellReady RisottPorcinMushroom",2.22,0,77.78,2.22,4.4,8.89,0.778
"94883","Risotto au pouletomates parmesan",6.7,1.7,14.6,1.7,1.4,7.3,0.3543307
"94899","Risotto aux crevettes et asperges",0.6,0.1,87,0.3,2.8,9.7,0.0007874016
"94914","Risotto cremissimo au lait de coco sur lit de mangue",9.7,9.3,22,12,0.4,1.6,0.01181102
"94919","Risotto de cereales",7.73,1.45,62,7.85,6,12,0.4566929
"94957","Riste d'aubergine à la Provençale",7.9,1.2,5.6,4.1,6,1.1,0.2964567
"94967","RistorantThin Crust Pizza With Spinach",11.54,3.08,23.85,3.08,1.5,6.92,0.431
"94972","Rite AiPantrSalted Pistachio Mix",50,7.14,21.43,7.14,7.1,21.43,0.357
"95024","Riz",0.7,0.2,64.66667,0.2666667,1.3,5.7,0.09317585
"95053","Riz à la Tomate façon Goa",1,0.2,76.9,3.9,2.4,7.6,0.2795276
"95062","Riz arborio pour risotto",0.65,0.15,78.55,0.2,0.6,6.5,0.001968504
"95106","Riz BASMATI",1.05,0.35,77.5,0.4,1.5,8.05,0.005
"95107","Riz Basmati - EXPRESS",1.6,0.2,30.8,0,0.5,3.3,0.18
"95108","Riz basmati & deux sojas",3.2,0.6,61,1.2,6.4,15,0.01181102
"95112","Riz Basmati 10 minutes 1 Kg Monoprix",1.8,0.1,71,0,1.6,11,0.01
"95124","Riz Basmati Bio Monoprix",0.6,0.1,78,0.3,0.9,7.6,0.01
"95148","Riz blanc Jasmin biologiqu",1.11,0,80,0,0,8.89,0.00444
"95159","Riz cantonais produits surgele",2.3,0.5,20.1,3.9,0,4.6,0.4330709
"95161","Riz Cantonais surgelé",2.4,0.5,21,0.9,1,4.4,0.3740157
"95168","Riz Carolina Parboiled M-Classic",0.5,0.5,78,0.5,1.5,7,0
"95177","Riz complet cuisson rapide",2.4,0.5,74.7,0,2.5,7.7,0
"95195","Riz cuisson rapide",0.55,0.2,78.1,0.05,1.45,6.95,0.003074803
"95197","Riz Curcuma Gingembre",1.5,0.3,72.5,1.7,2.4,9.6,0.3740157
"95229","Riz japonais",0.7,0.1,78,0.3,1,7,0.003937008
"95241","Riz Long Basmati Tilda 5Kg,",0.5,0.1,0.3,0.3,0.6,4.7,0.01181102
"95249","RIZ LONG COMPLET BIOLOGIQUE 1KG",3.58,0.65,75.3,1.1,3.5,7.5,0
"95268","Riz Long Grain Étuvé",0.8,0.2,79,0.3,1.5,7.3,0.005905512
"95273","Riz Long Grain Incollable Sachet Cuisson",0.8,0.2,79,0.3,1.5,7.3,0.007874016
"95278","Riz Long Grain Tradition",0.4,0,27.5,0.2,0.4,2.8,0
"95279","Riz long grain Uncle Ben's",0.5,0,34.3,0.2,0.8,3.3,0
"95282","Riz long italien",0.7,0.2,78.3,0.2,0.7,6.8,0
"95294","Riz melo",4.2,0.8,67,1.1,4,12,0.07874016
"95296","Riz naturellement parfumé",0.6,0.5,78,0.5,1.4,7.4,0
"95322","Riz Pour Sushi",0.6,0.4,76.3,0.1,1.3,6.9,0.001417323
"95330","Riz rond 17 minutes Monoprix",0.6,0.1,78,0,1.6,6.6,0.01
"95334","Riz rond du Sud",1.1,0.3,80,0.01,0.7,6.4,0.01968504
"95338","Riz rouge",1.6,0.32,76.6,0.77,4.4,7.4,0.001968504
"95341","Riz semi complet",2.3,0.4,78,1.2,3,7.5,0.006
"95352","Riz soufflé chocolaté",2.8,1.4,83.5,28.6,3.1,6.6,0.1574803
"95359","Riz St Jacques Bacon",2.1,1.4,11,2.6,1.7,4.6,0.2598425
"95362","Riz thai",0.75,0.2,76.5,0.35,1.25,7.2,0.01968504
"95366","Riz Thaï 10 minutes 500 g Monoprix",1,0.1,80,0,1.6,8,0.01
"95398","Roast Beef & Blue Cheese With Lettuce & Tomato On Marble Rye",3.53,1.06,16.25,2.12,2.1,9.89,0.982
"95402","Roast Beef & Cheese",9.82,4.02,24.11,1.79,1.8,14.29,0.938
"95430","Roasted & Salted Cashews Halves & Pieces",46.67,8.33,30,3.33,3.3,16.67,0.4
"95456","Roasted & Salted Pumpkin Seed Kernels",50,8.33,6.67,0,6.7,36.67,0.35
"95457","Roasted & Salted Pumpkin Seeds",45.188,7.982,18.75,0.4,8.86,27.982,0.4946
"95479","Roasted & Unsalted Mixed Nuts",53.33,8.33,26.67,3.33,6.7,16.67,0
"95485","Roasted / Unsalted Pepitas",50,8.33,13.33,0,6.7,30,0
"95490","Roasted Almond original",1.1,0.1,3,3,0.2,0.5,0.05511811
"95501","Roasted And Salt Almonds",57.14,3.57,17.86,3.57,10.7,21.43,0.339
"95512","Roasted And Salted Sesame Sticks",35.71,3.57,50,0,3.6,7.14,1.179
"95532","Roasted Butternut Squash Ravioli",4.24,2.97,29.66,1.69,0.8,6.78,0.288
"95539","Roasted CashewMilk Chocolate",33.33,15,53.33,43.33,3.3,6.67,0.033
"95541","Roasted Cashews & Halves Pieces",46.43,8.93,28.57,3.57,3.6,17.86,0.393
"95548","Roasted Chestnuts",2,0,42,10,2,4,0
"95553","Roasted Chicken Breasts & Gravy With Rib Meat",1.76,0.7,1.41,0,0,16.2,0.38
"95558","Roasted Chicken Risotto",3.53,1.76,12.06,0.88,1.2,5.29,0.274
"95566","Roasted Corn & Bean Salsa With Chipotle Chile",0,0,13.33,0,3.3,3.33,0.3
"95572","Roasted Deluxe Mixed Nuts With Sea Salt",57.14,7.14,17.86,3.57,7.1,17.86,0.393
"95584","Roasted Garlic & Chive Seasoning Oil",93.33,6.67,6.67,0,0,0,0.033
"95590","Roasted Garlic & Himalayan Pink Salt Seasoning",0,0,0,0,0,0,42.167
"95594","Roasted Garlic & Potato Soup",2.11,1.48,5.07,0,1.7,0.85,0.279
"95597","Roasted garlic aioli",66.67,6.67,6.67,0,0,0,0.9
"95605","Roasted Garlic Cheese Risotto With Grilled Chicken",3.69,1.64,9.43,0.41,0,8.61,0.336
"95624","Roasted Garlic Medium SalsMedium",0,0,6.45,3.23,0,0,0.274
"95630","Roasted Garlic Peanut Sauce",10,0,26.67,20,0,6.67,0.317
"95641","Roasted Green Wheat Freekeh",1.79,0,71.43,0,1.8,1.79,0
"95659","Roasted Mixed Nuts With Peanuts",53.57,7.14,21.43,3.57,7.1,21.43,0.366
"95667","Roasted No Salt Pecan Halves",75,7.14,14.29,3.57,10.7,10.71,0
"95673","Roasted Onion Dip",36.67,5,10,3.33,0,3.33,0.933
"95701","Roasted Pepper Vegan Alfredo Sauce",6.56,1.64,6.56,3.28,1.6,3.28,0.574
"95720","Roasted Potato Burrito",7.04,2.46,26.76,1.41,2.1,7.75,0.204
"95721","Roasted PotatoeRosemary",3.53,0,18.82,1.18,2.4,2.35,0.112
"95723","Roasted Premium Peanuts",39.29,5.36,32.14,21.43,7.1,17.86,0.929
"95729","Roasted Red Bell Pepper Pizza Sauce",0.81,0,4.84,3.23,1.6,1.61,0.484
"95734","Roasted Red Pepper & Crab Bisque",4.08,1.02,6.94,3.67,0.8,2.45,0.318
"95741","Roasted Red Pepper Hummus",13.48333,1.601111,20.77111,2.573333,4.311111,7.082222,0.3883333
"95743","Roasted Red Pepper Hummus Dip",6.67,0,13.33,3.33,3.3,6.67,0.233
"95761","Roasted Rice Tea",0,0,66.67,0,0,0,0
"95764","Roasted Salsa Verde",0,0,6.67,3.33,3.3,0,0.667
"95773","Roasted Salted Cashews",47.60429,8.31,29.07286,4.658571,3.828571,16.75,0.3055714
"95776","Roasted Salted Creamy Almond Butter",52.94,4.41,20.59,5.88,11.8,20.59,0.338
"95782","Roasted Salted Jumbo Cashews",53.33,10,23.33,6.67,6.7,16.67,0.267
"95812","Roasted SeaweeTeriyaki",40,0,20,20,20,40,1
"95820","Roasted Sliced AlmondGarlic",50,0,14.29,0,14.3,14.29,0.429
"95825","Roasted Sunflower Kernels",51.115,6.9225,21.1425,3.2775,10.575,20.2725,0.331
"95828","Roasted Sunflower Seeds",50,6.67,23.33,3.33,10,20,0
"95838","Roasted Sweet Red & Yellow Peppers",0,0,0,0,0,0,0.4
"95870","Roasted Unsalted Deluxe Mixed Nuts With Peanuts",53.33,8.33,20,3.33,6.7,23.33,0
"95872","Roasted Unsalted Pistachio Kernels",43.33,5,30,6.67,10,20,0
"95878","Roasted Unsalted Whole Cashews",46.67,8.33,30,6.67,3.3,16.67,0
"95882","Roasted Vegetable Burrito",5.29,1.18,25,2.35,2.4,4.41,0.694
"95889","Roasted Vegetable Pasta Bake",3.26,1.27,14.86,2.54,1.1,3.99,0.257
"95910","Rob & Lissy Strawberry Cheesecake",17,10,33,22,1.5,2,0.1181102
"95920","Robustica FlatDeli Crackers",12.5,3.57,64.29,7.14,14.3,10.71,1.036
"95926","Roche Supermarke100% Whole Wheat Bread",3.57,0,46.43,7.14,7.1,10.71,0.571
"95936","Rocher lait fourré au praliné - 4 rochers",35.75,15.5,52.25,50,3.4,6.05,0.165
"95937","Rocher Lait Suchard",36.5,15.5,52.5,50,3.2,5.5,0.1496063
"95945","Rochers de coco",23,21,53,52,2.2,1,0.007874016
"95973","Rocky Mountain Marshmallows Mega",0,0,79,65,0,1,0.05314961
"95975","Rocky Mountain PopcorPopcorn Balls",3.57,0,85.71,50,7.1,3.57,0.679
"95981","Rocky Mtn ProvisionBar Room Blitz - Trail Mix",33.33,5,43.33,3.33,6.7,16.67,1.467
"95983","Rocky Mtn ProvisionGiant Toasted Corn",13.33,5,73.33,0,6.7,6.67,0.633
"95985","Rocky Mtn ProvisionGorp Trail Mix",26.67,8.33,53.33,40,6.7,10,0.033
"96009","Rods Pretzels",3.055,0,80.28,3.055,3.05,9.165,0.8585
"96018","Roggenbäcker",1.3,0.3,43,2.5,5,7,0.492126
"96083","Roma Style Tomatoes Diced",0,0,4.92,3.28,0.8,0.82,0.164
"96090","Romaine Garden Salad Blend",0,0,4.71,2.35,2.4,1.18,0.018
"96099","Romana",6.2,4.3,7.3,6.1,0.6,3.3,0.511811
"96127","Rompope",4.35,2.9,20.29,19.32,0,1.45,0.022
"96167","Root Beer Barbeque SaucSweet & Tangy",0,0,35.71,32.14,0,0,0.446
"96185","Roquefort AOP au lait cru de brebis BIO",32,23,0,0,0,19,1.456693
"96188","Roquefort Aop Portion",32,24,0,0,0,19,1.377953
"96218","Roseda Black Angus FarBeef Franks",17.33,6.67,1.33,1.33,0,14.67,0.693
"96220","Roseline",0,0,9.6,9.6,0,0,0.003937008
"96224","Rosemary & Garlic Dipping Spices",0,0,33.33,0,0,0,12.667
"96228","Rosemary & Roasted Garlic Artisan Flatbread Crackers",14.29,1.79,67.86,0,3.6,10.71,0.821
"96234","Rosemary Date Multigrain Crisps",5.36,0,57.14,25,3.6,7.14,0.429
"96252","Rosette (10 tranches)",29,11.6,1,1,0,25,2.007874
"96256","Rosette de Lyon Carrefour",31,13,2.7,2.7,0,24,1.8
"96265","Rosettes impériales",1,0.5,51,0.9,2,9,0.3937008
"96266","Rosie'Cheese Lasagna With Seasoned Tomato Sauce",8.72,4.7,17.45,3.36,0.7,7.38,0.436
"96275","Rosol z kury z makaronem",6.1,2.2,58.5,10.1,2.6,11.3,6.02
"96287","Rösti à la bernoise",6,2,15,0.5,2,3,0.3149606
"96306","Rote Bete Saft",0.5,0.1,9.2,9.2,0.5,1,0.0511811
"96311","Rote Linsen Suppe",0.2,0.1,4.5,0.2,0.5,1.5,0.2992126
"96313","Rotella's Italian BakerGourmet Double Chocolate Chip Cookies",25.93,16.67,59.26,37.04,3.7,3.7,0.185
"96316","Rotelle No. 54",1.79,0,73.21,1.79,3.6,12.5,0
"96318","RotellLentil & Quinoa Supergrain Pasta",1.79,0,62.5,1.79,12.5,25,0
"96321","Roter Reis Camargue",3,0.6,74,0.8,3,8,0
"96333","Rôti de dinde",6.4,1.9,2.1,2.1,2.2,14,0.7874016
"96363","Rôti de porc cuit Supérieur charcutier V.P.F.",5.2,2.1,0.9,0.8,0,22.2,0.7913386
"96380","Rotini Organic Brown Rice Pasta",5.36,0.89,73.21,1.79,7.1,7.14,0
"96404","Rouge Plaisir",0,0,12,11,2.3,0.5,0
"96406","Rouge Sensation",0.1,0,16,14.9,0.1,0.3,0.03937008
"96433","Round Top Bread",3.415,0,48.405,7.725,3.8,9.705,0.4945
"96450","Roux pour Béchamel",40,30,46,0.5,2.7,6.4,0.003937008
"96477","Royal Sesam Mochi Klebreis Kuchen China",3,1,24,5,2,1,0
"96480","RoycDelice de legumes et croutons extra craquant25,4 g",3.5,1.8,8.5,1.9,0.3,0.5,0.2362205
"96494","Rubicon BakerDelectable Desserts CakLemon Raspberry Coconut",17.57,9.46,51.35,36.49,1.4,2.7,0.243
"96519","Ruby red grapefruit marmalade",0.3,0.1,62.9,62.9,1.6,0.4,0.1102362
"96547","Rugen FiscSalmon Fillets Skinless And Boneless",10,1.5,0,0,0,18,0.4
"96558","Rumiano Cheese CompanCalifornia Premium Mozzarella Cheese",17.86,10.71,3.57,0,0,28.57,0.536
"96577","Russet Double Stuffed Baked Potatoes With Swiss Chard And Bacon",0,0,17.57,0.68,1.4,2.03,0
"96579","Russet Potatoes",0,0,17.905,1.355,1.4,2.03,0.0015
"96581","Russian Black Bread",1.25,0,45,2.5,7.5,7.5,0.375
"96582","Russian Kefir Traditional YogurStrawberry",0,0,8.67,8.67,0,2.67,0.083
"96589","Rustic BakerHoliday Sugar Cookies",21.43,12.5,64.29,32.14,0,7.14,0.196
"96606","Rustic Sprouted Wheat Bread",0,0,47.37,0,2.6,7.89,0.5
"96611","Rustichella D'AbruzzMade In Italy",1.79,0,78.57,0,1.8,5.36,0
"96624","Rw Garci3 Seed Red Beet Crackers",25,3.57,57.14,3.57,7.1,7.14,0.179
"96645","Rye Bread Dip",40,11.67,3.33,3.33,0,3.33,0.45
"96650","Rye Flour",0,0,77.78,0,7.4,11.11,0
"96705","S Private StocSharp Pimiento Cheese",23.81,9.52,4.76,4.76,0,9.52,0.762
"96706","S Scone Mix",3.51,0,78.95,21.05,1.8,3.51,0.789
"96710","S&Dessert SaucChocolate Sea Salt",21.21,13.64,45.45,30.3,3,3.03,0.455
"96720","Saag'Black Forest Ham",1.79,0,1.79,0,0,17.86,1.071
"96727","Sabarot Riz basmati légumes secs 400 g",1.8,0.5,35.9,0.8,8.21,16.1,0.003937008
"96728","Sabatasso'French Bread PizzPepperoni",8.98,3.59,28.14,2.99,1.8,8.98,0.707
"96753","Sablé Nature Graines de Chia",19,1.8,59,15,9.7,8.4,0.2086614
"96767","Sablés à la Framboise pur beurre",19,12,67,35,1.7,5.7,0.4330709
"96805","Sablés café le paquet de 120 g",24.1,16.6,64.4,30,0,5.3,0.3543307
"96810","Sablés Caramel au sel de Guérande",18.8,6.2,68,30,1.3,6.5,0.177
"96811","Sablés caramet au beurre salé",17,12,66,25,0.9,3.3,0.3937008
"96851","Sablés Framboise hibiscus",20.7,5.6,64.1,24.4,3.1,6.9,0.1574803
"96852","Sablés framboise No Gluten !",20,6.5,75,23,2,1.7,0.1968504
"96858","Sablés nappés chocolat au lait",22.5,13.5,66,28,2,6.5,0.1968504
"96868","Sablés pur beurre",26.9,16.8,61.7,23,2,5,0.4055118
"96885","Sablés sésame & pavot",23,2.3,65,17,6.3,8.7,0.09055118
"96900","SabritaDoritoTortilla Chips",25.16,3.14,62.89,3.14,3.1,6.29,0.692
"96907","SabritaTostitoCorn Tortilla Chips",25,3.57,64.29,3.57,3.6,7.14,0.679
"96924","Saccharin Sweetener",0,0,100,100,0,0,0
"96948","Sacla ItaliBruschetta With Italian Tomato And Basil",5,0,6.67,3.33,0,3.33,0.367
"96952","Sacrament100% Vegetable Juice",0,0,4.17,3.33,0.8,0.83,0.175
"96955","Sacramento Baking CompanBageCinnamoRaisin",2,1,54,6,3,11,0.28
"96958","Sacramento Baking CompanWhole Wheat Bagel",3,1,48,3,8,10,0.22
"96999","Sainsbury's FreeFrom express pure oats",6.6,1.6,59.9,0.9,9.5,11.9,0.063
"97031","Saint Félicien Au Lait Cr180 GrammeMarque Fromagerie De L'étoile",27,19,0,0,0,14,0.6299213
"97040","Saint Paulin (20,5 % MG)",20.5,13.5,0.5,0.5,0,23.5,0.67
"97045","Sainte Marguerite Agrumes",0,0,0,0,0,0,0.01574803
"97061","Saki Ika Prepared Squid (Hot)",0,0,23.5,9.41,0,47,1.69
